ID,Title,URL,Description,Genres,Content Rating,Released,Updated,Release Notes,androidMaxVersion,Version,Price,Currency,Developer,Developer Website,Score,Reviews
com.comit.caregiver,RAZ Care,https://play.google.com/store/apps/details?id=com.comit.caregiver&hl=en&gl=us,"Enhance your caregiving with the RAZ Care App – the easy-to-use and essential tool for managing the RAZ Memory Cell Phone, a device specially designed for individuals with dementia, Alzheimer's or visual impairments. It's also perfect for seniors seeking the simplest cell phone experience.

Caregivers: With the RAZ Care app, you have complete remote control over the phone's features, ensuring a user-friendly experience for the senior. Contacts: With the RAZ Care app, you can video call the RAZ Memory Cell Phone user (requires setup by caregiver) and use the Dementia Care Advisor.

Here's what you can do as the caregiver:
• Add and edit contacts easily; 
• Place video calls;
• Block unwanted incoming calls;
• Set 'Quiet Hours' to prevent calls during certain times;
• Create reminders that appear on their phone;
• Set charging reminders and stay informed with low battery text alerts;
• Enable automatic answering of calls, including a speakerphone option;
• Disable the power button to prevent accidental shutdowns;
• Track the phone's location, battery life, and network status;
• Utilize the screen auto-lock feature for added simplicity;
• Hear announcements like charging status and name of the caller;
• Activate display settings for low vision and hand tremors;
• Choose and adjust ringtone and its volume;
• Access call history;
• Switch between light and dark background modes;
• Manage repetitive 911 calls with the optional RAZ Emergency Service subscription, including caregiver notifications;
• Get trust-worthy answers about dementia and caregiving with the included Dementia Care Advisor.

The app allows the management of multiple phones by one caregiver or multiple caregivers for a single phone, adding flexibility to your caregiving routine.

The RAZ Memory Cell Phone is all about ease - no confusing apps, updates, voicemails or distractions. The senior just taps the picture of the person they want to call. It's that simple.

Download now and experience the difference in how you connect and care.",Productivity,Everyone,"Feb 18, 2022",1739218477000,- Control repetitive calling: A new option that allows Caregiver to limit the number of calls that the user can make to a contact during a specified length of time.<br>- Minor content and design changes,VARY,6.1.10,0,USD,"RAZ Mobility, LLC",https://www.razmobility.com,3.38,37
com.recallcue.care,RecallCue,https://play.google.com/store/apps/details?id=com.recallcue.care&hl=en&gl=us,"For those on the journey of dementia, the disorientation to time and the world around them can be overwhelming. RecallCue emerges as a beacon of caretaker support designed to bring clarity, connection, and compassion to the lives of seniors and people with first-stage dementia, early onset dementia, cognitive memory decline, Alzheimer’s, and their caregivers and senior case managers. With its groundbreaking interactive memory day clock, RecallCue reshapes the landscape of dementia care, enabling families to bridge the distance gap and create cherished moments and connections in a world that sometimes feels untethered. 

How RecallCue Works? 
RecallCue is a two-device solution and requires a cell phone and a tablet. The app turns any iPad or Android tablet into a ""hands-off"", easy-to-use memory clock. RecallCue on mobile, allows anyone who has downloaded the RecallCue app to enjoy an array of features and easily connect with their loved ones, no matter their location.
​​
RecallCue stands at the intersection of technology and humanity, offering a lifeline to those who need it most. We offer a range of features: 

Easy Does It
At its core, RecallCue is a memory day clock for seniors or anyone who experiences the disarray of time slipping through their fingers. The easy-to-use interactive clock presents a clear display of date, day of the week, time, time of day, and weather, serving as a reliable solution to temporal orientation. It transcends language barriers with its support for multiple languages and caters to individual preferences. You can even choose whether you want it to be in analog or digital and 12 or 24-hour time format. 

Memory in the Music
Open doors to cherished memories through the evocative power of music with RecallCue. The feature enables caregivers to curate playlists of nostalgic tunes, search for a playlist, and set it to play and rekindle old memories. Music has been shown to improve mood and provide a calming effect.

Messages of Love
From medication reminders to heartfelt messages from grandkids, RecallCue's instant messaging feature allows caregivers and family members to send messages brimming with warmth and care. You can also take a picture or a selfie to brighten a loved one’s day and help ignite their recognition. 

Two-Way Video Calls
RecallCue fosters real-time connections through video chats, allowing loved ones to see and hear each other, bridging physical distances. To make things even easier, calls can even be set to auto-answer.

Reminders and Alarms
Unlike other calendar apps, by setting daily/hourly reminders and alarms, RecallCue serves as an extremely helpful dementia help tool by calling attention to important events including doctor visits and appointments, meal times, birthdays, upcoming events, wake-up calls, and more. 

Share Documents and Files
When it comes to caregiving, bureaucracy can be extremely complex. Organizing medical and important documents in one place is a must. With RecallCue you can upload, organize, and display important documents on the day clock, which comes in handy particularly during medical house calls and in the event of an emergency.  

*New*: Create and Share Your Albums
It is now possible to craft a collection of images into an album, which can be shared to ensure a constant display of the pictures and remind your loved ones you’re thinking of them. Additionally, there is an option to set schedules for specific times at which the images will be showcased.

Designed for easy onboarding and as a solution for all stages of dementia and memory loss, the app is accessible through a monthly or annual subscription with no long-term commitment. Empower your connections, and ease your journey of caregiving for dementia with RecallCue. Download today to unlock a week of free access. 

*Disclaimer: RecallCue is not intended to cure dementia or mild cognitive impairment (MCI), but rather to help maintain quality of life and family communication for elderly people.",Health & Fitness,Everyone,"Apr 20, 2017",1737654760000,Thanks for choosing RecallCue! This release contains several important fixes and improvements.,VARY,5.0.04,0,USD,RecallCue,http://www.recallcue.com,4.1875,14
com.wonder,Elevate - Brain Training Games,https://play.google.com/store/apps/details?id=com.wonder&hl=en&gl=us,"Elevate is an award-winning brain trainer that uses fun games and brain teasers to improve vocabulary, speaking abilities, processing speed, memory skills, mental math, and more for adults and students. Each person gets a personalized learning program that adjusts over time to maximize results.

The more you play Elevate, the more you'll improve practical cognitive skills with engaging brain teasers that boost productivity, earning power, and self-confidence. Over 90% of users notice improvements in vocabulary, memory, math skills, and overall mental sharpness by regularly engaging with our games and exercises. Elevate is designed to test and enhance cognitive abilities, making it a great educational tool. No matter your age, background, or profession, you can benefit from our app through daily practice.

Elevate offers a 7-day free trial and a free version. Sign up, then tap the X in the top left corner to use the free version.

IN THE NEWS
“Elevate comes out ahead” in the battle of the brain training apps. - CNET
Elevate is a “cognitive pick-me-up” with games that are “good for mental breaks throughout the workday.” - Washington Post

FEATURES

40+ Brain Training Games: Improve cognitive skills like vocabulary, focus, memory, processing, math, grammar, precision, and comprehension with 40+ brain training games and puzzles for adults and students.
Performance Tracking: Measure your performance in language and problem-solving against yourself and others. Weekly reports highlight your key accomplishments and learning opportunities.
Personalized Workouts: Customize the focus of your daily workouts to train and practice the mind skills you need most. Select from diverse tests, games, and puzzles to stay sharp, increase focus, and build cognitive skills.
Adaptive Progression: Engage in math and word games that evolve in difficulty as you progress, ensuring a fun and challenging experience that tests and hones your concentration, language, and logical problem-solving abilities.
Workout Achievements: Start a workout streak with our brain trainer app and stay motivated with 150+ achievements to win while you train your mind.

WHY ELEVATE

Expand your vocabulary with brain teasers. Learn how to use thousands of new words through fun games and puzzles for adults and students.
Express yourself more effectively by honing your grammar skills and learning to write with clarity and persuasiveness.
Improve your spelling, punctuation, and grammar. Avoid common writing pitfalls with regular practice.
Become a better reader and learner. Easily understand language, improve concentration, and logically flow through everyday materials faster.
Solve everyday math problems quickly and easily. Improve your problem-solving abilities for comparing prices, splitting bills, and calculating discounts.
Boost your focus and memory skills. Get shopping lists out of your pocket and into your mind. Never forget to buy the milk you need or the chocolate you've been craving.
Speak confidently with strong grammar. Advance your speech with new vocabulary words. Become more articulate and develop clear expression and tone.
Feel mentally sharper as an adult. Continue to learn with Elevate's proven language and logical problem-solving training program.

Elevate's brain games, puzzles, and teasers are created with educational experts based on proven educational learning techniques. Our brain trainer’s mental workout algorithms draw from cognitive research in attention, memory studies, and logical reasoning, providing exercises that test and enhance focus and memory skills through deliberate practice. 93% of people who use Elevate frequently feel mentally sharper and more confident in key skills, proving the educational value of our program.

For more details, see our Terms of Service (https://www.elevateapp.com/terms) and Privacy Policy (https://www.elevateapp.com/privacy).",Education,Everyone,"Jun 4, 2014",1743432371000,"We’ve fixed various bugs throughout the app.<br><br>For more product updates, training tips, and quick challenges, follow us on Instagram, Facebook, X, and TikTok @elevateapp.",VARY,5.182.0,0,USD,Elevate  Labs,http://elevateapp.com,4.6111,48925
com.tellmewow.senior.brain.training,Train your Brain,https://play.google.com/store/apps/details?id=com.tellmewow.senior.brain.training&hl=en&gl=us,"Stimulate your cognitive abilities while having fun. Inside 'Train your brain' you will find a series of games that will help you stimulate different areas and will serve as a daily brain training.

This app is suitable for people of all ages, both for the little ones and for the elderly. The game is divided into five categories, each one associated with a different cognitive area: memory, attention, reasoning, coordination and visuospatial skills.

STIMULATION OF COGNITIVE SKILLS

- Memory: stimulates short-term memory systems or working memory.
- Attention: Stimulates concentration with exercises that work sustained attention, selective attention and focused attention.
- Reasoning: Logic exercises to stimulate the ability to think, process and use information to acquire knowledge, understand the world and make appropriate decisions.
- Coordination: Strengthens and optimizes hand-eye coordination and reaction time.
- Visual perception: stimulates the ability to represent, analyze and manipulate objects mentally.

The design of these games has been carried out in collaboration with experts in neuroscience and psychiatry, with the aim of creating playful content and, in addition, to serve as a complement of the treatments carried out in health centers.

ABOUT TELLMEWOW

Tellmewow is a mobile game development company specialized in easy adaptation and basic usability, which make them ideal for older people or young people who simply want to play an occasional game without major complications.

If you have any suggestions for improvement or want to stay informed about upcoming games that we are going to publish, follow us on our social networks.

@tellmewow","Puzzle, Brain teaser, Brain training, Casual, Single player, Stylized, Offline",Everyone,"Sep 22, 2020",1726050598000,"♥ Thank you very much for playing Train your brain!<br>⭐️ 30 games to stimulate memory.<br>⭐️ Available in several languages<br>⭐️ Games for all ages: children, adults and seniors.<br>⭐️ Improved game levels.<br>⭐️ Created in collaboration with doctors and psychologists.<br><br>We are happy to receive your comments and suggestions.<br>If you find any errors in the game, you can write to us at hola@tellmewow.com",VARY,2.6.6,0,USD,Senior Games,https://tellmewow.com/senior-games/,4.4038463,1407
com.memoryos.app,memoryOS: Improve Your Memory,https://play.google.com/store/apps/details?id=com.memoryos.app&hl=en&gl=us,"Learn how to memorize any information, supercharge and improve your memory and brain with the most crowdfunded app in Kickstarter’s history!

memoryOS is a completely new and fun approach to enable great memory skills and learn how to memorize anything through visual memory training games. It contains interactive bite-sized lessons by a 2X World Memory Champion and an educational 3D game of Virtual Mind or Palaces - all in one easy-to-use memoryOS app.

It utilizes scientifically proven memory techniques and spaced repetition mechanics to improve long-term memory storage and improve knowledge retention.

memoryOS is loved by thousands of people worldwide because it is a whole new joyful & game-changing approach for obtaining the most effective memorization skills for the brain while having fun.

Memorization is as important as reading and writing and should be taught as our base skill. Our goal is to make memorization skills the new norm by making them easy to obtain and widely accessible.

Erase all the uncomfortable “I don’t remember” episodes from daily life, control your memory, ace tests with calmness, and learn speeches, names, dates, trivia, and everything important while improving your brain health. As a result, you will become confident in your own abilities to remember under any circumstances or even become a person who has remarkable memory skills – a mnemonist.

With mOS, you will train and improve your brain with memory exercises and games:

Names, Long speeches, Lists of items, Birthdays, Personal facts, Passwords, Trivia, Languages, Vocabulary and phrases, Countries and capitals, Flags, Historical timeline, Numbers, Periodic table
Content of complete books, Dates of significant events, Complex data structures, Concepts, and figures
Art, Anatomy, Decks of cards, Advanced number systems; Long sequences of numbers, Binary Digits
You will also train and improve your brain with the following exercises:

How to keep track of years, months, weeks, and days
Advanced study techniques, Spaced Repetition system
New Mnemonics Techniques
memoryOS is an online app that helps kids and adults focus, and provides brain stimulation through gamified training.

Why is memoryOS lightyears ahead compared to any other memory booster and training tools?

• memoryOS shows results after the first training session:

During our pre-launch phase, thousands of users completed our demo and, on average, had a 70% increase in recall and a 60% increase in recall speed just after the first ~40min training session.

• Providing your brain with structured storage space:

We have spent thousands of hours creating and optimizing our Virtual Mind Palaces, so you don’t have to spend months constructing your own the hard way. These virtual palaces serve as blueprints for your brain's storage space, allowing you to easily encode, store and recall like a champion.

• A proven innovative approach that works:

During our research and development stage, thousands of people of all age groups and even those with difficult medical conditions found memoryOS as an effective and useful trainer. Actual improvements exceeded our team’s expectations.

• Gamified educational technology at its best:

memoryOS has proven to work on people with no prior gaming experience - anyone can use it. Utilizing the power of the Unity game engine, memoryOS is widely accessible on all mobile and tablet devices and is soon coming to VR.

—

Joining memoryOS is free. You can subscribe to a premium memory booster and training plan for as low as $6.99/month through your iTunes account as a recurring transaction. Recurring payments will automatically renew unless you cancel your account at least 24 hours before the end of the current subscription period. You can manage your subscription, cancel anytime, or turn off auto-renewal by accessing your iTunes account.

Join the mOS community of over 100,000+ early adopters who share this memorable journey.",Education,Everyone,"Jul 12, 2022",1741355716000,"Our team is thankful for your in-app feedback, and we are working hard and continuing to build and improve the mOS app. Here are the latest additions and improvements:<br><br>- Improved application loading time<br>- Improved Loci Notes feature<br>- Fixed a bunch of minor visual issues<br>- Fixed issue with Streaks during DST<br>- Improved overall app stability<br>- Other minor fixes and improvements",VARY,1.3.5,0,USD,Encoder Inc.,https://memoryos.com,4.7260275,770
com.tellmewow.focus,Focus - Train your Brain,https://play.google.com/store/apps/details?id=com.tellmewow.focus&hl=en&gl=us,"Stimulate your cognitive skills with Focus - Train your brain!

Put your cognitive skills to the test with this daily brain training in which you will find more than 25 games to stimulate skills such as memory, concentration, coordination, visual perception or logical reasoning.

FOCUS - COGNITIVE STIMULATION

This application for brain training has been designed in collaboration with psychologists and neuroscience professionals. In Focus you will find exercises and games in which each of the cognitive areas is stimulated as well as exercises similar to those used by professionals in their consultations. With this brain training application you will stimulate your brain from memory exercises to visual acuity games. Within the main menu of Focus you can choose between games of areas such as:

- Memory
- Attention
- Coordination
- Reasoning
- Visual perception

PERSONALIZED STATISTICS AND METRICS

Focus - Train your brain has a statistics section where you can see your cognitive evolution during the last week, month or year. In addition, the app offers you a cognitive summary in which the average scores of the results of your daily workouts are shown. Find out your progress thanks to brain training!

The comparison option of Focus allows you to graphically view your results in relation to people of the same age and gender. Stimulate your cognitive skills with Focus, a brain training app. 

CHARACTERISTICS

- Daily workouts
- Fun games for brain training
- Stimulate your cognitive abilities
- Simple and easy to use interface
- Check your evolution over time
- Compare yourself with same profile people
- Free application with subscription options to access specific content",Health & Fitness,Everyone,"Jun 17, 2021",1742919077000,"More fun. More brain training!<br>🔵 Complete redesign of the application with a new look.<br>🔵 More breadth of content: interactivity with other users, new analytics sections and personalized routes.<br>🔵 New games and optimization of the current game structure.<br>🔵 More depth of content: new personalized paths to train your brain.",VARY,3.8.60,0,USD,Senior Games,https://tellmewow.com,4.6210876,1030
gen.tech.impulse.android,Impulse - Brain Training Games,https://play.google.com/store/apps/details?id=gen.tech.impulse.android&hl=en&gl=us,"Train your brain with our focus, concentration, problem-solving, mental math, thinking, and smart games.
Keep your mind calm with our relaxing games.
Stay on self-improvement and self-growth track with our personality, IQ, emotional intelligence, archetype tests.

You probably know that, despite aging, your brain is able to grow, learn things and form new neural connections. This process is called brain plasticity and requires regular training.

Impulse - Brain Training App offers you a great way to improve yourself by playing entertaining and challenging mind games. Our quick brain workouts along with proper physical exercising and diet may help to keep your brain clear, sharp and ready for day-to-day life challenges.

We offer a diversified range of personalized workout plans for different brain areas (e.g. memory, attention, concentration, mental maths, problem-solving, creativity, etc.) as well as training games. Games are challenging enough to ensure you progress over time and along with that comprehensible to any age and expertise level.

If you like sudoku, crossword, connect two dots, blockudoku or other problem-solving, logic, puzzle games, you'll enjoy your brain workout with Impulse.

In today’s busy world a lot of people:
 • have difficulties remembering what they did a few days back;
 • often fail to remember people’s names;
 • frequently forget birthdays, anniversaries and other important dates;
 • get told off by their bosses for absent-mindedness;
 • struggle to stay focused at work;
 • get embarrassed because of poor math skills.

Relatable? Then start your positive transformation with Impulse today:
 • use your brain to full capacity;
 • make your life more productive and happy;
 • become more concentrated and focused;
 • boost your calculation skills and make friends with numbers;
 • surprise everyone with abilities;
 • keep your brain sharp till ripe old age;
 • reduce time spent on social media and useless time-killing games.

Impulse - Brain Training offers a 3-day free trial with full access to games and exercises with no interruptions or ads. If you choose to subscribe, you will be charged a subscription fee according to your country. The subscription fee will be shown in the app before you complete the payment. Payment will be charged to Google Play Store account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period. Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the renewal cost. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. No cancellation of the current subscription is allowed during active subscription period.

Terms of Service: https://brainimpulse.me/app/tos.html
Privacy Policy: https://brainimpulse.me/app/privacy_policy.html

Contact us: support@brainimpulse.me",Health & Fitness,Everyone,"Mar 20, 2024",1743156536000,We update the Impulse app as often as possible to make it better for you. This version contains the following:<br>- Words search game launched.<br>- UI/UX improved.<br>- Minor bugs fixed.<br>Enjoy!,VARY,1.3.0,0,USD,GMRD Apps Limited,https://brainimpulse.me/,4.5318794,7500
com.cognifit.app,CogniFit - Test & Brain Games,https://play.google.com/store/apps/details?id=com.cognifit.app&hl=en&gl=us,"Train Your Brain

Did you know that you can train your brain? CogniFit makes it easier than ever to train your brain with a series of fun and engaging mental games. Our patented system takes a personalized approach helps to improve your cognitive function from anywhere, whether at home or on the go. Effective technology used by the scientific community, universities, hospitals, families, and medical centers around the world.

Monitor your daily and weekly cognitive score stats. Set a goal for yourself to increase the score through multiple brain training sessions. Develop a plan of action to train and practice as often as you'd like. Conveniently keep track of your brain health, including an estimation of your cognitive age. You'll even see a list of cognitive domains to show you which ones you excel in the most.

Boost Cognitive Function

Help sharpen your cognitive ability with CogniFit, the interactive game and brain exercise training app designed to help boost short-term memory and improve up to other 22 abilities such as focus, concentration, processing speed, reaction time and more.

The brain is one of the most complex organs within the human body, responsible for controlling your thoughts, feelings, and voluntary movements. Make sure you're caring for your brain with a series of carefully designed mental games and brain teasers. A healthy brain is a happy brain!

The Benefits

- Easily access your cognitive score data with a number between 0 and 800
- Attend personalized brain training sessions based on the areas you want to focus on
- Create a custom weekly plan at your convenience
- Check out your score for various cognitive domains, including reasoning, coordination, memory, perception, and attention
- Monitor your cognitive age and compare it to your actual age
- Choose training sessions based on core cognitive domains, such as concentration and coordination
- Access guided mindfulness techniques that can benefit your mental health
- Enjoy interactive games, including Penguin Explorer, Mahjong, Reaction Field, and more

Improving Cognitive Function Has Never Been This Fun!

CogniFit makes boosting cognitive function and improving brain health more fun than it's ever been with dozens of enjoyable, interactive games and puzzles. Open each game and receive simple instructions on how to play! Every game includes details of the trained skills one can gain from their participation. 

Are you ready to play, learn, and have fun?

Perfect for people of all ages. CogniFit makes brain training fun. It's never too early or late to join in on the fun with mental games that can swiftly stimulate your cognitive skills. Unlock your brain's fullest potential with more than 60 personalized brain games and five levels of guided meditation to help you change your mindset and experience a greater sense of mindfulness. 

When you use CogniFit, you can:
- Take advantage of our Individualized Training System™ (ITS) technology that automatically analyzes each user's cognitive health
- Challenge yourself daily to sharpen your skills and concentrate better
- Take a guided approach with our Video Coaches available to walk you through every step of the process
- Enjoy brain games and brain teasers for adults and children

Developed by neuroscience experts while utilizing scientific patented technology, CogniFit provides users with revolutionary learning and training experience. Monitor your progress to see the drastic difference our brain games can make for you!",Health & Fitness,Everyone,"Mar 4, 2016",1743433707000,"Updates to &quot;Fruit Frenzy&quot;<br><br>Thank you for using CogniFit. To further improve our scientific brain training application we regularly post updates to Google Play. If you enjoy using CogniFit, please leave a review. This helps other users discover our App. If you have comments or questions, please send an email to support@cognifit.com. We&#39;d love to hear from you.",VARY,4.6.13,0,USD,CogniFit Inc,https://www.cognifit.com,3.58,341
com.elektron.mindpal,MindPal - Brain Training Games,https://play.google.com/store/apps/details?id=com.elektron.mindpal&hl=en&gl=us,"Join over 6 million users! MindPal is your daily brain trainer that challenges your memory, attention, language, and problem solving skills. Enjoy a personalized daily workout of entertaining games based on the skills you'd like to improve.

MindPal includes 40 educational games that train 7 key cognitive areas: Memory, Attention, Language, Math, Flexibility, Speed, and Problem Solving.

Track your progress and compare your brain scores with others now!

FEATURES

- Over 35 games and 1000 levels to train your brain in different skills.
- Personalized daily workout based on your training goals.
- Expand your vocabulary and writing skills with word games.
- Improve your memory, attention, math, and problem solving skills.
- Track your performance and get smarter everyday!
- Get in-depth insights and compare your scores to other users.",Education,Everyone,"Mar 26, 2020",1733743305000,** Introducing Weekly Events! **<br><br>Play the new Sudoku Blocks weekly event and enjoy over 50 new levels every week. Stay sharp and have fun with MindPal!,VARY,5.5,0,USD,Elektron Labs,http://mindpalapp.com,4.496137,8665
com.brainbow.peak.app,Peak – Brain Games & Training,https://play.google.com/store/apps/details?id=com.brainbow.peak.app&hl=en&gl=us,"Peak - Brain Training Games & Puzzles

Peak is your ultimate brain-training app, blending fun and challenge to keep your mind sharp and active. With over 12 million downloads and games developed alongside neuroscientists from top universities like Cambridge and NYU, Peak is the scientifically-backed workout for your brain.

Designed for all ages, Peak’s puzzles and brain games enhance memory, focus, problem-solving, language skills, and more. Whether you’re improving your cognitive skills, competing with friends, or simply enjoying a mental workout, Peak is here for you – anytime, anywhere.

KEY FEATURES
Engaging Brain Games: Train your Memory, Attention, Problem-Solving, Mental Agility, Math, Language, and Creativity with over 45 unique games.
Personalized Workouts: Daily brain training tailored to you, taking just 10 minutes a day.
Track Your Progress: Use your Brain Map to see how you compare to others and where you excel.
Play Anywhere: Offline mode ensures you can train your brain even without internet access. No wifi needed, train your brain with offline games.
Expert-Designed Games: Created with neuroscientists and academics for impactful cognitive training.
Advanced Training Programs: Dive deeper into targeted modules, like Wizard Memory, developed with Cambridge University experts.
Fun Challenges: Compete with friends and test your limits in a fun, engaging way.
WHY PEAK?
Featured as Google Play Editor’s Choice.
Backed by science and developed in collaboration with renowned neuroscientists.
Regular updates and new content to keep your brain games fresh and exciting.
Accessible for all skill levels, whether you're looking for casual puzzles or challenging brain workouts.
USER REVIEWS
📖 “Its mini games focus on memory and attention, with strong detail in its feedback on your performance.” – The Guardian
📊 “Impressed with graphs in Peak that let you see your performance over time.” – The Wall Street Journal
🧠 “The Peak app is designed to provide each user with a profound level of insight into their current state of cognitive function.” – Techworld

PERFECT FOR
Students, professionals, and lifelong learners looking to enhance their cognitive skills. 
Parents and kids who love a fun challenge.
Anyone seeking an engaging way to pass the time or improve mental agility.
With Peak, you’ll never have a dull moment. Start your brain training journey today and see how far you can go!

Follow us for updates and tips:

Twitter: twitter.com/peaklabs
Facebook: facebook.com/peaklabs
Website: peak.net
Support: support@peak.net
Terms of Use: https://www.synapticlabs.uk/termsofservice
Privacy Policy: https://www.synapticlabs.uk/privacypolicy

Train your brain, challenge yourself, and have fun with Peak – Download now!",Education,Everyone,"Feb 3, 2015",1739451129000,- New Ad Provider: We’ve transitioned to a new ad provider to improve the ad experience. Additional refinements based on your feedback will follow in the coming weeks.<br>- Enhanced Permission Prompts: We&#39;ve refined the app’s permission request process to make it clearer and more user-friendly for first-time users.<br>- Bug Fixes: We&#39;ve resolved some pesky bugs to keep your training journey seamless and distraction-free.<br><br>Your feedback drives us forward. ,VARY,4.28.3,0,USD,Synaptic Labs,http://www.peak.net,4.1908116,20322
com.nixgames.concentration,Concentration training,https://play.google.com/store/apps/details?id=com.nixgames.concentration&hl=en&gl=us,"Are you looking to overcome procrastination and take your concentration, productivity, and focus to the next level? Dive into the ""Concentration Training"" app, your gateway to personal growth, motivation, and mastering concentration through targeted exercises.

With consistent practice and training, you'll not only say goodbye to procrastination but also witness a significant boost in your productivity. Achieving focus on important tasks will become effortless, ensuring your work output is at its peak. This app is your trusted ally in enhancing focus for optimal productivity.

Feeling distracted? Open the app and dive into a series of meticulously designed exercises. You'll quickly notice a shift in your focus and memory levels. Our exercises are made to not only refine your concentration but also to enhance your logic, memory, and reflexes, all essential for top-tier productivity.

Here's what you can expect inside the ""Concentration Training"" app to increase your productivity:
• Find the largest/smallest number, honing quick decision-making.
• React promptly to color changes, enhancing reflexes.
• Visual comparisons of figures, refining detailed focus.
• Train memory recall with number and position exercises.
• Identify matching images, sharpening focus and memory.
• Engage with the Schulte table, a proven tool for concentration.
• Swift direction swipes, reinforcing quick reflexes.
• Memorize and arrange numbers, boosting memory and logical thinking.
• ... and many more exercises designed to improve your focus!

Whether you're a student, a professional, or someone aiming to boost day-to-day productivity, ""Concentration Training"" is your go-to app. It’s crafted with one goal in mind: to elevate your focus and productivity levels and help you achieve more in less time by using interesting exercises.

Why ""Concentration Training""?

Combat Procrastination: Say goodbye to those unproductive hours and harness the power of focus.
Elevate Performance: Notice a tangible difference in your tasks as your concentration and focus flourish.
Revitalize Memory: Engage with exercises that boost memory recall, aiding you in managing tasks seamlessly.

Experience the transformative benefits of tailored training and unlock unparalleled productivity, focus, and memory. Download ""Concentration Training"" and start your enhanced productivity journey today!",Productivity,Teen,"Mar 1, 2021",1740676612000,"🤺 Improve Your Focus &amp; Memory<br><br>As you enhance your concentration, focus, and logical thinking, we continue improving the app.<br>This update introduces a new exercise: Reverse Memory – a challenge to test and train your recall skills.<br><br>Thanks for your support. Enjoy &amp; stay tuned!",VARY,9.4.5,0,USD,nixGames,http://nixgames.studio/,4.63,157
com.raghu.braingame,Brain Training,https://play.google.com/store/apps/details?id=com.raghu.braingame&hl=en&gl=us,"Brain Training Games - Brain games for adults. A brain trainer with mind games to exercise to your brain. Get a brain test, get brain exercise, and keep your brain fit. A brain booster for sure! Help improve short term memory, concentration, focus , speed & accuracy.
it has 15 type of brain training games.

 ◆  Multitasking brain training
 ◆  Quick Search brain training
 ◆  Math brain training
 ◆  Focus brain training
 ◆  Colors Vs Brain
 ◆  Memory Power Training
 ◆  Left Brain Vs Right Brain 
 ◆  Remember Faces 
 ◆  Concentration
 ◆  Quick Decision
 ◆  Grid Memory Challenge
 ◆  Listening Memory
 ◆  Word Memory Challenge
 ◆  Concentration Plus
 
1) Multitasking skill: -

  Increase your brain multitasking capability by playing this.Questions will be displayed at a time in 2 panels. You have to get target score to finish the level by managing not to loose 3 chances on any panel and with in 1 minute..  Try to get max score on each level.. 

2) Quick Search skill :
   
Increase your brain searching skills by playing this.Blast the balls from high number to low number with in time limit. 5 seconds penalty on each wrong click.
 
3) Math Skill : Add,subtract,multiply numbers fast in balloon solver. The objective of the game is to pop the balloons with correct answer.
     
4) Focus Skill:
  Increase your focus by controlling your attention. Number will be displayed with rapid pace. Tap the screen after every number except do not tap on withhold number.

5) Color Vs Brain
Color List will be displayed for few seconds and colors will be be shuffled, remember the colors by putting full concentration before shuffle and arrange them in same order by dragging the items

6) Memory Power
    Remember the objects which displays only few seconds and reenter them in same sequence.
This exercise defiantly challenges you memory power 

7) Left Vs Right Brain
  Balancing Left and Right brains are very important, playing this game will train your brain on balancing activities 
 
 
If you are not satisfied with your results, Play this game daily 5-10 min. You may see better results.","Puzzle, Brain teaser, Brain training, Casual, Single player, Stylized, Offline",Everyone,"Jan 28, 2014",1707140508000,Bug fixes &amp; Performance Improvements ,VARY,8.8.4,0,USD,Brain Vault,https://e9dec7558.app-ads-txt.com,4.1798563,2519
